"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 26 06:38:50 GMT 2022","Fri Aug 26 06:38:54 GMT 2022","3400","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [English, Maths, Physics]",""
"passed","Fri Aug 26 06:39:03 GMT 2022","Fri Aug 26 06:39:05 GMT 2022","2331","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"passed","Fri Aug 26 06:38:38 GMT 2022","Fri Aug 26 06:38:43 GMT 2022","5097","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"passed","Fri Aug 26 06:39:16 GMT 2022","Fri Aug 26 06:39:18 GMT 2022","2250","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Fri Aug 26 06:38:32 GMT 2022","Fri Aug 26 06:38:35 GMT 2022","3225","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Female",""
"passed","Fri Aug 26 06:38:57 GMT 2022","Fri Aug 26 06:39:01 GMT 2022","4105","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Fri Aug 26 06:38:35 GMT 2022","Fri Aug 26 06:38:38 GMT 2022","2499","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Other",""
"passed","Fri Aug 26 06:38:43 GMT 2022","Fri Aug 26 06:38:47 GMT 2022","3677","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Arts]",""
"passed","Fri Aug 26 06:39:05 GMT 2022","Fri Aug 26 06:39:06 GMT 2022","1076","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
"passed","Fri Aug 26 06:39:06 GMT 2022","Fri Aug 26 06:39:16 GMT 2022","9758","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
"passed","Fri Aug 26 06:38:22 GMT 2022","Fri Aug 26 06:38:32 GMT 2022","9306","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Male",""
"passed","Fri Aug 26 06:38:54 GMT 2022","Fri Aug 26 06:38:57 GMT 2022","2722","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
"passed","Fri Aug 26 06:38:47 GMT 2022","Fri Aug 26 06:38:50 GMT 2022","3618","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Biology, Chemistry]",""
"passed","Fri Aug 26 06:39:01 GMT 2022","Fri Aug 26 06:39:03 GMT 2022","2101","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"failed","Fri Aug 26 06:39:18 GMT 2022","Fri Aug 26 06:39:28 GMT 2022","9579","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
