"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 24 11:22:37 GMT 2022","Sat Sep 24 11:22:37 GMT 2022","642","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","xLSXParseTest","xLSXParseTest()",""
"passed","Sat Sep 24 11:22:29 GMT 2022","Sat Sep 24 11:22:31 GMT 2022","1833","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"passed","Sat Sep 24 11:22:26 GMT 2022","Sat Sep 24 11:22:29 GMT 2022","3801","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Sat Sep 24 11:22:10 GMT 2022","Sat Sep 24 11:22:11 GMT 2022","1722","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Female",""
"passed","Sat Sep 24 11:22:13 GMT 2022","Sat Sep 24 11:22:18 GMT 2022","4260","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"passed","Sat Sep 24 11:22:37 GMT 2022","Sat Sep 24 11:22:37 GMT 2022","6","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","cSVParseTest","cSVParseTest()",""
"failed","Sat Sep 24 11:22:37 GMT 2022","Sat Sep 24 11:22:50 GMT 2022","12806","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
"passed","Sat Sep 24 11:22:36 GMT 2022","Sat Sep 24 11:22:36 GMT 2022","49","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParseCSVTest","zipParseCSVTest()",""
"passed","Sat Sep 24 11:22:20 GMT 2022","Sat Sep 24 11:22:22 GMT 2022","2165","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Biology, Chemistry]",""
"passed","Sat Sep 24 11:22:35 GMT 2022","Sat Sep 24 11:22:36 GMT 2022","855","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParsePDFTest","zipParsePDFTest()",""
"passed","Sat Sep 24 11:22:37 GMT 2022","Sat Sep 24 11:22:37 GMT 2022","2","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","tXTParseTest","tXTParseTest()",""
"passed","Sat Sep 24 11:22:03 GMT 2022","Sat Sep 24 11:22:09 GMT 2022","6841","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Male",""
"passed","Sat Sep 24 11:22:33 GMT 2022","Sat Sep 24 11:22:35 GMT 2022","1814","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParseXLSTest","zipParseXLSTest()",""
"passed","Sat Sep 24 11:22:22 GMT 2022","Sat Sep 24 11:22:24 GMT 2022","2240","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [English, Maths, Physics]",""
"passed","Sat Sep 24 11:22:33 GMT 2022","Sat Sep 24 11:22:33 GMT 2022","236","","files.JSONTests","","files.JSONTests","jacksonJSONTest","jacksonJSONTest()",""
"passed","Sat Sep 24 11:22:18 GMT 2022","Sat Sep 24 11:22:20 GMT 2022","1988","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Arts]",""
"passed","Sat Sep 24 11:22:31 GMT 2022","Sat Sep 24 11:22:33 GMT 2022","1660","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"passed","Sat Sep 24 11:22:54 GMT 2022","Sat Sep 24 11:22:57 GMT 2022","3122","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
"passed","Sat Sep 24 11:22:37 GMT 2022","Sat Sep 24 11:22:37 GMT 2022","35","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","pDFParseTest","pDFParseTest()",""
"passed","Sat Sep 24 11:22:12 GMT 2022","Sat Sep 24 11:22:13 GMT 2022","1684","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Other",""
"passed","Sat Sep 24 11:22:50 GMT 2022","Sat Sep 24 11:22:54 GMT 2022","3559","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Sat Sep 24 11:22:36 GMT 2022","Sat Sep 24 11:22:37 GMT 2022","702","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
"passed","Sat Sep 24 11:22:24 GMT 2022","Sat Sep 24 11:22:26 GMT 2022","1490","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
