"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 27 12:58:38 GMT 2022","Sat Aug 27 12:58:41 GMT 2022","2896","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [English, Maths, Physics]",""
"passed","Sat Aug 27 12:58:24 GMT 2022","Sat Aug 27 12:58:26 GMT 2022","2099","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Female",""
"passed","Sat Aug 27 12:58:50 GMT 2022","Sat Aug 27 12:58:52 GMT 2022","2200","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"passed","Sat Aug 27 12:58:35 GMT 2022","Sat Aug 27 12:58:38 GMT 2022","2559","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Biology, Chemistry]",""
"passed","Sat Aug 27 12:58:57 GMT 2022","Sat Aug 27 12:59:08 GMT 2022","10941","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
"passed","Sat Aug 27 12:58:28 GMT 2022","Sat Aug 27 12:58:32 GMT 2022","4498","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"passed","Sat Aug 27 12:59:10 GMT 2022","Sat Aug 27 12:59:14 GMT 2022","3992","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
"passed","Sat Aug 27 12:58:55 GMT 2022","Sat Aug 27 12:58:56 GMT 2022","846","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
"passed","Sat Aug 27 12:58:43 GMT 2022","Sat Aug 27 12:58:47 GMT 2022","4229","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Sat Aug 27 12:58:41 GMT 2022","Sat Aug 27 12:58:43 GMT 2022","2063","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
"passed","Sat Aug 27 12:58:47 GMT 2022","Sat Aug 27 12:58:50 GMT 2022","2955","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"passed","Sat Aug 27 12:58:56 GMT 2022","Sat Aug 27 12:58:57 GMT 2022","584","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","XLSXParseTest","XLSXParseTest()",""
"passed","Sat Aug 27 12:58:57 GMT 2022","Sat Aug 27 12:58:57 GMT 2022","4","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","TXTParseTest","TXTParseTest()",""
"passed","Sat Aug 27 12:58:33 GMT 2022","Sat Aug 27 12:58:35 GMT 2022","2472","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Arts]",""
"passed","Sat Aug 27 12:59:08 GMT 2022","Sat Aug 27 12:59:10 GMT 2022","2108","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Sat Aug 27 12:58:53 GMT 2022","Sat Aug 27 12:58:55 GMT 2022","2009","","files.ZIPFileParseTests","","files.ZIPFileParseTests","ZipParseXLSTest","ZipParseXLSTest()",""
"passed","Sat Aug 27 12:58:26 GMT 2022","Sat Aug 27 12:58:28 GMT 2022","1866","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Other",""
"passed","Sat Aug 27 12:58:53 GMT 2022","Sat Aug 27 12:58:53 GMT 2022","33","","files.ZIPFileParseTests","","files.ZIPFileParseTests","ZipParseCSVTest","ZipParseCSVTest()",""
"passed","Sat Aug 27 12:58:52 GMT 2022","Sat Aug 27 12:58:53 GMT 2022","936","","files.ZIPFileParseTests","","files.ZIPFileParseTests","ZipParsePDFTest","ZipParsePDFTest()",""
"passed","Sat Aug 27 12:58:16 GMT 2022","Sat Aug 27 12:58:23 GMT 2022","7394","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Male",""
"passed","Sat Aug 27 12:58:57 GMT 2022","Sat Aug 27 12:58:57 GMT 2022","1","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","CSVParseTest","CSVParseTest()",""
"passed","Sat Aug 27 12:58:57 GMT 2022","Sat Aug 27 12:58:57 GMT 2022","30","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","PDFParseTest","PDFParseTest()",""
