"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 26 06:44:49 GMT 2022","Fri Aug 26 06:44:53 GMT 2022","3914","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Fri Aug 26 06:44:43 GMT 2022","Fri Aug 26 06:44:45 GMT 2022","2079","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Biology, Chemistry]",""
"passed","Fri Aug 26 06:45:09 GMT 2022","Fri Aug 26 06:45:13 GMT 2022","3141","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
"passed","Fri Aug 26 06:44:58 GMT 2022","Fri Aug 26 06:45:07 GMT 2022","8804","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
"passed","Fri Aug 26 06:44:35 GMT 2022","Fri Aug 26 06:44:37 GMT 2022","1634","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Other",""
"passed","Fri Aug 26 06:44:48 GMT 2022","Fri Aug 26 06:44:49 GMT 2022","1748","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
"passed","Fri Aug 26 06:44:33 GMT 2022","Fri Aug 26 06:44:35 GMT 2022","2073","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Female",""
"passed","Fri Aug 26 06:44:53 GMT 2022","Fri Aug 26 06:44:56 GMT 2022","2741","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"passed","Fri Aug 26 06:44:56 GMT 2022","Fri Aug 26 06:44:58 GMT 2022","1703","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"passed","Fri Aug 26 06:45:07 GMT 2022","Fri Aug 26 06:45:09 GMT 2022","2111","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Fri Aug 26 06:44:23 GMT 2022","Fri Aug 26 06:44:33 GMT 2022","9562","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Male",""
"passed","Fri Aug 26 06:44:41 GMT 2022","Fri Aug 26 06:44:43 GMT 2022","1791","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Arts]",""
"passed","Fri Aug 26 06:44:45 GMT 2022","Fri Aug 26 06:44:48 GMT 2022","2220","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [English, Maths, Physics]",""
"passed","Fri Aug 26 06:44:37 GMT 2022","Fri Aug 26 06:44:41 GMT 2022","4264","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"passed","Fri Aug 26 06:44:58 GMT 2022","Fri Aug 26 06:44:58 GMT 2022","694","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
