"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 05 05:06:31 GMT 2022","Mon Sep 05 05:06:31 GMT 2022","285","","files.JSONTests","","files.JSONTests","jacksonJSONTest","jacksonJSONTest()",""
"passed","Mon Sep 05 05:04:34 GMT 2022","Mon Sep 05 05:04:57 GMT 2022","22816","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
"passed","Mon Sep 05 05:07:11 GMT 2022","Mon Sep 05 05:07:42 GMT 2022","31015","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
"passed","Mon Sep 05 05:06:39 GMT 2022","Mon Sep 05 05:06:39 GMT 2022","14","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","pDFParseTest","pDFParseTest()",""
"passed","Mon Sep 05 05:05:28 GMT 2022","Mon Sep 05 05:05:59 GMT 2022","31181","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"passed","Mon Sep 05 05:04:57 GMT 2022","Mon Sep 05 05:05:28 GMT 2022","31224","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Mon Sep 05 05:06:33 GMT 2022","Mon Sep 05 05:06:34 GMT 2022","1252","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParsePDFTest","zipParsePDFTest()",""
"passed","Mon Sep 05 05:06:31 GMT 2022","Mon Sep 05 05:06:33 GMT 2022","2053","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParseXLSTest","zipParseXLSTest()",""
"passed","Mon Sep 05 05:05:59 GMT 2022","Mon Sep 05 05:06:31 GMT 2022","31452","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"skipped","Mon Sep 05 05:04:34 GMT 2022","Mon Sep 05 05:04:34 GMT 2022","0","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"skipped","Mon Sep 05 05:04:33 GMT 2022","Mon Sep 05 05:04:33 GMT 2022","1","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String)",""
"passed","Mon Sep 05 05:06:39 GMT 2022","Mon Sep 05 05:06:40 GMT 2022","723","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","xLSXParseTest","xLSXParseTest()",""
"skipped","Mon Sep 05 05:04:34 GMT 2022","Mon Sep 05 05:04:34 GMT 2022","0","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[])",""
"passed","Mon Sep 05 05:07:05 GMT 2022","Mon Sep 05 05:07:11 GMT 2022","6620","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Mon Sep 05 05:06:40 GMT 2022","Mon Sep 05 05:07:05 GMT 2022","24745","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
"passed","Mon Sep 05 05:06:39 GMT 2022","Mon Sep 05 05:06:39 GMT 2022","2","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","cSVParseTest","cSVParseTest()",""
"passed","Mon Sep 05 05:06:34 GMT 2022","Mon Sep 05 05:06:39 GMT 2022","4922","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
"passed","Mon Sep 05 05:06:39 GMT 2022","Mon Sep 05 05:06:39 GMT 2022","1","","testexamples.FilesTestExamples","","testexamples.FilesTestExamples","tXTParseTest","tXTParseTest()",""
"passed","Mon Sep 05 05:06:34 GMT 2022","Mon Sep 05 05:06:34 GMT 2022","50","","files.ZIPFileParseTests","","files.ZIPFileParseTests","zipParseCSVTest","zipParseCSVTest()",""
