"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 26 06:28:56 GMT 2022","Fri Aug 26 06:28:58 GMT 2022","2463","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [English, Maths, Physics]",""
"passed","Fri Aug 26 06:28:32 GMT 2022","Fri Aug 26 06:28:39 GMT 2022","7271","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Male",""
"passed","Fri Aug 26 06:29:21 GMT 2022","Fri Aug 26 06:29:23 GMT 2022","1963","","testexamples.GithubTest","","testexamples.GithubTest","shouldContainJunitCodeExample","shouldContainJunitCodeExample()",""
"passed","Fri Aug 26 06:29:23 GMT 2022","Fri Aug 26 06:29:26 GMT 2022","3442","","testexamples.PracticeFormTests","","testexamples.PracticeFormTests","firstTest","firstTest()",""
"passed","Fri Aug 26 06:28:40 GMT 2022","Fri Aug 26 06:28:42 GMT 2022","1954","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Female",""
"passed","Fri Aug 26 06:29:04 GMT 2022","Fri Aug 26 06:29:06 GMT 2022","1827","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueWebStepsTest","repositoryHasIssueWebStepsTest()",""
"passed","Fri Aug 26 06:29:00 GMT 2022","Fri Aug 26 06:29:04 GMT 2022","4187","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueLambdaTest","repositoryHasIssueLambdaTest()",""
"passed","Fri Aug 26 06:29:06 GMT 2022","Fri Aug 26 06:29:08 GMT 2022","1743","","com.github.GithubIssueTests","","com.github.GithubIssueTests","repositoryHasIssueListenerTest","repositoryHasIssueListenerTest()",""
"passed","Fri Aug 26 06:28:52 GMT 2022","Fri Aug 26 06:28:54 GMT 2022","1879","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Arts]",""
"passed","Fri Aug 26 06:28:54 GMT 2022","Fri Aug 26 06:28:56 GMT 2022","1965","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithParametrizedSubjectsTest","fillFormMinimalWithParametrizedSubjectsTest(String[]) Отправляется форма с subject [Biology, Chemistry]",""
"passed","Fri Aug 26 06:28:42 GMT 2022","Fri Aug 26 06:28:43 GMT 2022","1769","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalWithAllGendersTest","fillFormMinimalWithAllGendersTest(String) Отправляется форма с гендером Other",""
"passed","Fri Aug 26 06:29:08 GMT 2022","Fri Aug 26 06:29:09 GMT 2022","731","","testexamples.DragAndDropTest","","testexamples.DragAndDropTest","dragAndDropTest","dragAndDropTest()",""
"passed","Fri Aug 26 06:28:58 GMT 2022","Fri Aug 26 06:29:00 GMT 2022","1724","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormMinimalTest","Отправляется форма заполненная минимальным количеством данных",""
"failed","Fri Aug 26 06:28:43 GMT 2022","Fri Aug 26 06:28:52 GMT 2022","8262","","com.demoqa.tests.RegistrationFromTests","","com.demoqa.tests.RegistrationFromTests","fillFormTest","Отправляется форма заполеннная случайными данными",""
"passed","Fri Aug 26 06:29:09 GMT 2022","Fri Aug 26 06:29:21 GMT 2022","12201","","testexamples.GithubPricingPageTest","","testexamples.GithubPricingPageTest","shouldOpenPricingPage","shouldOpenPricingPage()",""
